Invoice ID,Branch,City,Customer type,Product line,Date,Time,Total
873-95-4984,B,Mandalay,Member,Health and beauty,2/15/19,20:21,565.215
416-13-5917,C,Naypyitaw,Normal,Food and beverages,1/30/19,16:24,509.4075
150-89-8043,A,Yangon,Normal,Sports and travel,2/14/19,15:04,140.6475
135-84-8019,A,Yangon,Normal,Fashion accessories,2/27/19,16:10,736.4385
441-94-7118,A,Yangon,Member,Electronic accessories,2/4/19,12:14,75.5475
725-96-3778,C,Naypyitaw,Member,Home and lifestyle,1/20/19,10:13,749.7
531-80-1784,A,Yangon,Normal,Electronic accessories,3/28/19,17:38,191.247
400-45-1220,B,Mandalay,Normal,Health and beauty,2/27/19,11:06,141.75
860-79-0874,C,Naypyitaw,Member,Fashion accessories,2/15/19,14:53,1042.65
834-61-8124,A,Yangon,Normal,Electronic accessories,1/26/19,18:22,379.9215
115-99-4379,B,Mandalay,Member,Fashion accessories,3/14/19,19:02,402.2655
565-67-6697,B,Mandalay,Member,Home and lifestyle,3/2/19,14:16,255.15
320-49-6392,C,Naypyitaw,Normal,Electronic accessories,3/4/19,15:44,31.752
889-04-9723,B,Mandalay,Member,Food and beverages,1/7/19,12:20,374.388
632-90-0281,C,Naypyitaw,Normal,Fashion accessories,3/8/19,20:01,394.275
554-42-2417,C,Naypyitaw,Normal,Sports and travel,1/9/19,13:45,1002.12
453-63-6187,B,Mandalay,Normal,Electronic accessories,3/1/19,15:40,86.625
578-80-7669,B,Mandalay,Normal,Sports and travel,3/16/19,16:58,78.7185
612-36-5536,A,Yangon,Member,Food and beverages,2/17/19,11:12,680.064
605-72-4132,C,Naypyitaw,Normal,Food and beverages,2/27/19,15:12,793.548
471-41-2823,C,Naypyitaw,Normal,Food and beverages,3/7/19,20:37,209.559
462-67-9126,A,Yangon,Normal,Home and lifestyle,1/21/19,17:44,461.286
272-27-9238,C,Naypyitaw,Normal,Food and beverages,2/19/19,16:23,173.208
834-25-9262,C,Naypyitaw,Normal,Fashion accessories,1/6/19,12:12,343.056
122-61-9553,C,Naypyitaw,Normal,Electronic accessories,3/14/19,19:33,484.974
468-88-0009,A,Yangon,Member,Home and lifestyle,3/24/19,10:29,276.948
613-59-9758,C,Naypyitaw,Normal,Sports and travel,1/27/19,14:28,150.78
254-31-0042,A,Yangon,Member,Electronic accessories,3/6/19,12:46,203.175
201-86-2184,B,Mandalay,Member,Electronic accessories,2/2/19,19:40,193.011
261-12-8671,B,Mandalay,Normal,Fashion accessories,1/25/19,19:39,128.016
730-70-9830,C,Naypyitaw,Normal,Home and lifestyle,3/14/19,17:54,441.693
382-25-8917,C,Naypyitaw,Normal,Fashion accessories,1/29/19,12:25,265.104
422-29-8786,A,Yangon,Normal,Home and lifestyle,1/3/19,16:47,352.2225
667-23-5919,A,Yangon,Member,Fashion accessories,1/14/19,12:52,507.675
843-01-4703,B,Mandalay,Member,Home and lifestyle,1/5/19,19:50,334.341
743-88-1662,C,Naypyitaw,Normal,Sports and travel,2/22/19,18:17,701.8515
595-86-2894,C,Naypyitaw,Member,Fashion accessories,2/6/19,17:20,407.316
182-69-8360,B,Mandalay,Normal,Electronic accessories,1/30/19,13:32,99.33
289-15-7034,A,Yangon,Member,Sports and travel,1/11/19,10:37,345.786
462-78-5240,C,Naypyitaw,Normal,Electronic accessories,3/19/19,14:35,55.881
868-52-7573,B,Mandalay,Normal,Food and beverages,1/14/19,12:09,523.3725
153-58-4872,C,Naypyitaw,Member,Food and beverages,3/1/19,15:32,314.538
662-72-2873,A,Yangon,Normal,Food and beverages,1/6/19,13:58,214.935
525-88-7307,B,Mandalay,Member,Sports and travel,1/31/19,13:19,79.611
689-16-9784,C,Naypyitaw,Normal,Food and beverages,3/11/19,13:37,294.651
725-56-0833,A,Yangon,Normal,Health and beauty,2/20/19,16:49,339.36
394-41-0748,C,Naypyitaw,Member,Fashion accessories,1/27/19,14:55,510.9615
596-42-3999,B,Mandalay,Normal,Food and beverages,3/10/19,14:04,133.917
541-89-9860,C,Naypyitaw,Member,Fashion accessories,2/15/19,12:31,253.512
173-82-9529,B,Mandalay,Normal,Fashion accessories,1/26/19,14:51,398.475
563-36-9814,A,Yangon,Member,Electronic accessories,2/13/19,18:27,80.661
308-47-4913,A,Yangon,Member,Sports and travel,3/9/19,12:45,548.73
885-17-6250,A,Yangon,Normal,Health and beauty,3/6/19,10:36,83.727
726-27-2396,A,Yangon,Normal,Health and beauty,1/24/19,20:36,406.875
316-01-3952,A,Yangon,Normal,Food and beverages,3/13/19,14:16,284.9175
760-54-1821,B,Mandalay,Normal,Home and lifestyle,3/15/19,10:26,128.4255
793-10-3222,B,Mandalay,Member,Health and beauty,3/5/19,13:30,258.678
346-12-3257,B,Mandalay,Member,Electronic accessories,3/4/19,16:28,181.818
110-05-6330,C,Naypyitaw,Normal,Food and beverages,3/25/19,20:18,248.409
651-61-0874,C,Naypyitaw,Normal,Home and lifestyle,3/12/19,20:04,194.124
236-86-3015,C,Naypyitaw,Member,Home and lifestyle,2/4/19,13:38,14.679
831-64-0259,B,Mandalay,Normal,Fashion accessories,2/22/19,10:43,208.6875
587-03-7455,C,Naypyitaw,Member,Fashion accessories,2/16/19,17:30,718.7565
882-40-4577,A,Yangon,Member,Sports and travel,1/19/19,15:28,282.492
732-67-5346,A,Yangon,Normal,Food and beverages,1/11/19,19:07,72.3975
725-32-9708,B,Mandalay,Member,Fashion accessories,1/4/19,19:01,288.582
256-08-8343,A,Yangon,Normal,Home and lifestyle,3/4/19,19:48,237.426
372-26-1506,C,Naypyitaw,Normal,Fashion accessories,1/28/19,19:24,125.055
244-08-0162,B,Mandalay,Normal,Health and beauty,1/2/19,13:00,359.205
569-71-4390,B,Mandalay,Normal,Sports and travel,1/25/19,14:29,45.927
132-23-6451,A,Yangon,Member,Health and beauty,1/4/19,13:21,110.0925
696-90-2548,A,Yangon,Normal,Sports and travel,3/10/19,18:55,81.396
472-15-9636,A,Yangon,Normal,Home and lifestyle,3/22/19,19:36,427.812
268-03-6164,B,Mandalay,Normal,Health and beauty,1/25/19,16:28,100.9155
750-57-9686,C,Naypyitaw,Normal,Home and lifestyle,1/8/19,13:48,190.596
186-09-3669,C,Naypyitaw,Member,Health and beauty,1/22/19,10:57,85.5855
848-07-1692,B,Mandalay,Normal,Health and beauty,1/12/19,17:13,120.162
745-71-3520,A,Yangon,Member,Electronic accessories,2/4/19,10:23,185.367
266-76-6436,C,Naypyitaw,Member,Food and beverages,3/28/19,13:57,121.59
740-22-2500,C,Naypyitaw,Normal,Electronic accessories,1/23/19,13:29,264.7575
271-88-8734,C,Naypyitaw,Member,Fashion accessories,2/8/19,13:00,1020.705
301-81-8610,B,Mandalay,Member,Fashion accessories,3/19/19,19:42,213.528
489-64-4354,C,Naypyitaw,Normal,Fashion accessories,3/9/19,15:36,17.094
198-84-7132,B,Mandalay,Member,Fashion accessories,1/2/19,13:40,383.7645
269-10-8440,A,Yangon,Member,Health and beauty,1/21/19,18:01,390.7995
650-98-6268,B,Mandalay,Member,Food and beverages,3/20/19,13:53,65.7405
741-73-3559,B,Mandalay,Normal,Sports and travel,2/27/19,17:27,353.1675
325-77-6186,A,Yangon,Member,Home and lifestyle,3/8/19,10:53,951.825
286-75-7818,B,Mandalay,Normal,Fashion accessories,1/31/19,19:48,145.068
574-57-9721,C,Naypyitaw,Normal,Food and beverages,3/8/19,16:53,90.867
459-50-7686,A,Yangon,Normal,Electronic accessories,1/13/19,19:14,147.798
616-87-0016,B,Mandalay,Normal,Fashion accessories,3/9/19,14:36,702.219
837-55-7229,B,Mandalay,Normal,Fashion accessories,2/22/19,18:19,49.812
751-69-0068,C,Naypyitaw,Normal,Sports and travel,3/19/19,19:09,937.818
257-73-1380,C,Naypyitaw,Member,Sports and travel,1/20/19,16:51,348.306
345-08-4992,A,Yangon,Normal,Home and lifestyle,3/8/19,15:37,214.137
549-96-4200,C,Naypyitaw,Member,Food and beverages,3/8/19,20:15,71.568
810-60-6344,C,Naypyitaw,Normal,Electronic accessories,2/7/19,14:38,343.224
450-28-2866,C,Naypyitaw,Member,Food and beverages,1/15/19,19:25,91.56
394-30-3170,B,Mandalay,Member,Sports and travel,3/22/19,19:35,742.812
138-17-5109,A,Yangon,Member,Home and lifestyle,1/15/19,15:42,843.0345
192-98-7397,C,Naypyitaw,Normal,Fashion accessories,1/8/19,14:11,13.419
301-11-9629,A,Yangon,Normal,Sports and travel,1/15/19,10:43,140.385
390-80-5128,B,Mandalay,Member,Health and beauty,1/28/19,17:58,20.1075
235-46-8343,C,Naypyitaw,Member,Food and beverages,2/14/19,11:26,290.43
453-12-7053,C,Naypyitaw,Normal,Fashion accessories,3/10/19,17:38,144.081
296-11-7041,B,Mandalay,Member,Health and beauty,1/12/19,20:07,28.4235
449-27-2918,B,Mandalay,Member,Sports and travel,3/26/19,11:02,41.076
891-01-7034,B,Mandalay,Normal,Electronic accessories,1/1/19,19:07,470.673
744-09-5786,B,Mandalay,Normal,Electronic accessories,1/2/19,18:50,138.663
727-17-0390,A,Yangon,Normal,Food and beverages,3/16/19,12:43,333.9525
568-88-3448,A,Yangon,Normal,Health and beauty,3/3/19,15:09,26.25
187-83-5490,A,Yangon,Member,Electronic accessories,1/31/19,13:47,87.234
767-54-1907,B,Mandalay,Member,Fashion accessories,2/13/19,16:59,155.19
710-46-4433,B,Mandalay,Member,Food and beverages,2/15/19,14:15,731.43
533-33-5337,B,Mandalay,Normal,Electronic accessories,2/7/19,20:24,833.595
325-90-8763,C,Naypyitaw,Member,Electronic accessories,1/27/19,13:58,488.985
729-46-7422,C,Naypyitaw,Normal,Food and beverages,2/23/19,16:52,37.6845
639-76-1242,C,Naypyitaw,Normal,Food and beverages,2/3/19,15:19,212.73
234-03-4040,B,Mandalay,Member,Food and beverages,3/3/19,12:25,767.025
326-71-2155,C,Naypyitaw,Normal,Sports and travel,2/3/19,10:02,310.59
320-32-8842,C,Naypyitaw,Member,Food and beverages,3/17/19,18:58,23.751
470-32-9057,A,Yangon,Member,Food and beverages,3/28/19,15:31,269.535
878-30-2331,C,Naypyitaw,Member,Sports and travel,3/2/19,11:22,572.775
440-59-5691,C,Naypyitaw,Member,Health and beauty,2/8/19,13:12,273.0525
554-53-3790,B,Mandalay,Normal,Sports and travel,3/22/19,18:33,233.226
746-19-0921,C,Naypyitaw,Normal,Food and beverages,2/9/19,10:02,22.659
233-34-0817,C,Naypyitaw,Member,Electronic accessories,2/15/19,11:21,103.782
767-05-1286,C,Naypyitaw,Member,Home and lifestyle,1/23/19,12:10,527.751
340-21-9136,A,Yangon,Member,Sports and travel,1/25/19,11:40,168.21
405-31-3305,A,Yangon,Member,Fashion accessories,2/2/19,18:31,452.865
731-59-7531,B,Mandalay,Member,Health and beauty,3/30/19,17:58,609.588
676-39-6028,A,Yangon,Member,Electronic accessories,3/30/19,17:04,338.31
502-05-1910,A,Yangon,Normal,Health and beauty,2/25/19,20:35,205.317
485-30-8700,A,Yangon,Normal,Sports and travel,3/18/19,16:10,174.615
598-47-9715,C,Naypyitaw,Normal,Electronic accessories,3/7/19,16:54,353.094
701-69-8742,B,Mandalay,Normal,Sports and travel,3/16/19,10:11,360.885
575-67-1508,A,Yangon,Normal,Electronic accessories,1/29/19,11:26,40.53
541-08-3113,C,Naypyitaw,Normal,Food and beverages,2/2/19,20:29,554.148
246-11-3901,C,Naypyitaw,Normal,Electronic accessories,2/15/19,12:12,344.4
674-15-9296,A,Yangon,Normal,Sports and travel,1/8/19,13:05,194.985
305-18-3552,B,Mandalay,Member,Home and lifestyle,2/12/19,16:19,633.99
493-65-6248,C,Naypyitaw,Member,Sports and travel,1/1/19,19:48,388.29
438-01-4015,B,Mandalay,Member,Sports and travel,3/21/19,15:25,207.858
709-58-4068,B,Mandalay,Normal,Fashion accessories,2/28/19,14:42,431.445
795-49-7276,A,Yangon,Normal,Fashion accessories,3/23/19,18:59,156.03
556-72-8512,C,Naypyitaw,Normal,Home and lifestyle,1/30/19,20:47,24.108
627-95-3243,B,Mandalay,Member,Home and lifestyle,2/4/19,13:21,734.076
686-41-0932,B,Mandalay,Normal,Fashion accessories,3/13/19,19:48,72.87
510-09-5628,A,Yangon,Member,Fashion accessories,3/15/19,18:20,206.43
608-04-3797,B,Mandalay,Member,Health and beauty,3/5/19,20:24,212.688
148-82-2527,C,Naypyitaw,Member,Home and lifestyle,3/5/19,13:44,127.26
437-53-3084,B,Mandalay,Normal,Fashion accessories,2/26/19,11:48,209.769
632-32-4574,B,Mandalay,Normal,Sports and travel,3/20/19,14:14,637.728
556-97-7101,C,Naypyitaw,Normal,Electronic accessories,1/1/19,15:51,132.762
862-59-8517,C,Naypyitaw,Normal,Food and beverages,1/27/19,11:17,568.512
401-18-8016,B,Mandalay,Member,Sports and travel,1/21/19,17:36,103.0365
420-18-8989,A,Yangon,Member,Sports and travel,2/2/19,15:47,432.768
277-63-2961,B,Mandalay,Member,Sports and travel,2/3/19,15:53,77.6685
573-98-8548,C,Naypyitaw,Member,Fashion accessories,1/5/19,12:40,33.495
620-02-2046,C,Naypyitaw,Normal,Home and lifestyle,1/27/19,19:48,145.74
282-35-2475,B,Mandalay,Normal,Sports and travel,3/25/19,17:53,195.951
511-54-3087,B,Mandalay,Normal,Sports and travel,2/25/19,16:36,92.8725
726-29-6793,A,Yangon,Member,Electronic accessories,1/28/19,20:54,203.112
387-49-4215,B,Mandalay,Member,Sports and travel,1/8/19,12:50,152.775
862-17-9201,B,Mandalay,Normal,Food and beverages,1/29/19,10:48,529.515
291-21-5991,B,Mandalay,Member,Health and beauty,3/29/19,14:28,321.7725
602-80-9671,C,Naypyitaw,Member,Home and lifestyle,2/9/19,17:15,100.485
347-72-6115,B,Mandalay,Member,Sports and travel,1/16/19,18:03,666.939
209-61-0206,A,Yangon,Normal,Home and lifestyle,1/5/19,17:29,225.2775
595-27-4851,A,Yangon,Normal,Fashion accessories,1/27/19,18:05,398.958
189-52-0236,A,Yangon,Normal,Electronic accessories,3/14/19,12:07,731.6925
503-07-0930,C,Naypyitaw,Member,Sports and travel,2/23/19,19:49,429.1665
413-20-6708,C,Naypyitaw,Member,Fashion accessories,3/18/19,15:52,54.0435
425-85-2085,B,Mandalay,Member,Health and beauty,3/29/19,16:48,288.015
521-18-7827,C,Naypyitaw,Member,Home and lifestyle,1/22/19,20:46,206.7975
220-28-1851,A,Yangon,Normal,Home and lifestyle,3/1/19,18:14,72.933
600-38-9738,C,Naypyitaw,Member,Sports and travel,1/17/19,15:05,377.58
734-91-1155,B,Mandalay,Normal,Electronic accessories,3/26/19,10:34,143.9865
451-28-5717,C,Naypyitaw,Member,Home and lifestyle,3/20/19,11:23,523.971
609-81-8548,A,Yangon,Member,Home and lifestyle,2/6/19,13:55,235.872
133-14-7229,C,Naypyitaw,Normal,Health and beauty,1/1/19,11:43,132.027
534-01-4457,A,Yangon,Normal,Food and beverages,1/27/19,14:36,514.773
719-89-8991,A,Yangon,Member,Sports and travel,2/25/19,16:03,479.9025
286-62-6248,B,Mandalay,Normal,Fashion accessories,1/16/19,20:03,164.682
339-38-9982,B,Mandalay,Member,Fashion accessories,1/13/19,14:55,125.706
827-44-5872,B,Mandalay,Member,Food and beverages,2/7/19,11:28,570.78
827-77-7633,A,Yangon,Normal,Sports and travel,2/17/19,19:41,926.9505
287-83-1405,A,Yangon,Normal,Health and beauty,2/12/19,19:01,160.209
435-13-4908,A,Yangon,Member,Fashion accessories,1/24/19,18:04,728.112
857-67-9057,B,Mandalay,Normal,Electronic accessories,2/6/19,19:20,240.975
236-27-1144,C,Naypyitaw,Normal,Food and beverages,3/26/19,10:31,154.1295
892-05-6689,A,Yangon,Normal,Home and lifestyle,3/11/19,13:28,148.68
583-41-4548,C,Naypyitaw,Normal,Home and lifestyle,2/7/19,11:36,122.5245
339-12-4827,B,Mandalay,Member,Fashion accessories,1/5/19,11:32,77.658
643-38-7867,A,Yangon,Normal,Home and lifestyle,3/7/19,11:44,102.837
308-81-0538,A,Yangon,Normal,Fashion accessories,2/25/19,17:16,306.81
358-88-9262,C,Naypyitaw,Member,Food and beverages,2/1/19,18:43,551.124
460-35-4390,A,Yangon,Normal,Home and lifestyle,1/22/19,11:00,96.642
343-87-0864,C,Naypyitaw,Member,Health and beauty,1/3/19,10:30,79.674
173-50-1108,B,Mandalay,Member,Sports and travel,2/13/19,12:14,84.756
243-47-2663,C,Naypyitaw,Member,Electronic accessories,1/28/19,16:43,118.251
841-18-8232,B,Mandalay,Normal,Food and beverages,1/5/19,20:40,74.76
701-23-5550,B,Mandalay,Member,Home and lifestyle,3/19/19,13:40,163.002
647-50-1224,A,Yangon,Normal,Fashion accessories,1/12/19,16:23,308.91
541-48-8554,A,Yangon,Normal,Sports and travel,1/7/19,12:08,575.9775
539-21-7227,B,Mandalay,Normal,Sports and travel,1/26/19,17:45,270.585
213-32-1216,A,Yangon,Normal,Electronic accessories,1/23/19,10:28,416.178
747-58-7183,B,Mandalay,Normal,Fashion accessories,2/9/19,20:31,180.4005
582-52-8065,B,Mandalay,Normal,Fashion accessories,2/22/19,10:49,513.2295
210-57-1719,B,Mandalay,Normal,Health and beauty,2/5/19,12:34,550.368
399-69-4630,C,Naypyitaw,Normal,Electronic accessories,3/7/19,10:23,139.923
134-75-2619,A,Yangon,Member,Electronic accessories,3/25/19,18:51,142.002
356-44-8813,B,Mandalay,Normal,Home and lifestyle,1/20/19,13:45,118.062
198-66-9832,B,Mandalay,Member,Fashion accessories,2/4/19,19:38,151.284
283-26-5248,C,Naypyitaw,Member,Food and beverages,1/30/19,20:23,1034.46
712-39-0363,A,Yangon,Member,Food and beverages,1/2/19,15:24,262.458
218-59-9410,A,Yangon,Member,Home and lifestyle,3/29/19,16:54,228.123
174-75-0888,B,Mandalay,Normal,Electronic accessories,3/14/19,12:32,203.931
866-99-7614,C,Naypyitaw,Normal,Food and beverages,2/11/19,15:42,936.6
134-54-4720,B,Mandalay,Normal,Electronic accessories,1/30/19,13:58,356.328
760-90-2357,A,Yangon,Member,Electronic accessories,3/20/19,15:08,469.413
514-37-2845,B,Mandalay,Normal,Fashion accessories,3/20/19,13:02,208.425
698-98-5964,A,Yangon,Normal,Food and beverages,1/17/19,13:01,852.705
718-57-9773,C,Naypyitaw,Normal,Sports and travel,2/3/19,16:40,517.965
651-88-7328,A,Yangon,Normal,Fashion accessories,1/1/19,13:55,621.243
241-11-2261,B,Mandalay,Normal,Fashion accessories,1/10/19,10:33,586.971
408-26-9866,C,Naypyitaw,Normal,Sports and travel,3/2/19,16:42,543.753
834-83-1826,B,Mandalay,Member,Home and lifestyle,2/25/19,17:16,430.71
343-61-3544,B,Mandalay,Member,Sports and travel,1/29/19,11:48,280.035
239-48-4278,A,Yangon,Member,Food and beverages,3/10/19,19:35,74.4555
355-34-6244,B,Mandalay,Normal,Food and beverages,1/13/19,19:55,152.019
550-84-8664,A,Yangon,Normal,Sports and travel,3/22/19,14:33,451.0275
339-96-8318,B,Mandalay,Member,Fashion accessories,3/1/19,19:49,597.6285
458-61-0011,B,Mandalay,Normal,Food and beverages,2/20/19,18:43,253.26
592-34-6155,C,Naypyitaw,Normal,Food and beverages,1/14/19,14:43,133.434
797-88-0493,A,Yangon,Normal,Health and beauty,3/26/19,13:54,269.934
207-73-1363,B,Mandalay,Normal,Health and beauty,3/1/19,12:15,145.971
390-31-6381,C,Naypyitaw,Normal,Food and beverages,1/7/19,12:37,85.743
443-82-0585,A,Yangon,Member,Health and beauty,2/1/19,19:54,326.256
339-18-7061,C,Naypyitaw,Member,Fashion accessories,2/13/19,15:06,195.258
359-90-3665,B,Mandalay,Member,Fashion accessories,1/14/19,18:03,75.936
375-72-3056,B,Mandalay,Normal,Sports and travel,1/19/19,15:58,198.639
127-47-6963,A,Yangon,Normal,Health and beauty,3/9/19,13:53,217.182
278-86-2735,A,Yangon,Normal,Food and beverages,3/27/19,14:03,164.871
695-28-6250,A,Yangon,Normal,Sports and travel,2/4/19,16:38,226.065
379-17-6588,C,Naypyitaw,Normal,Fashion accessories,3/14/19,11:07,625.905
227-50-3718,A,Yangon,Normal,Health and beauty,3/4/19,12:23,76.755
302-15-2162,C,Naypyitaw,Member,Health and beauty,3/3/19,10:54,293.139
788-07-8452,C,Naypyitaw,Member,Home and lifestyle,1/27/19,17:38,178.164
560-49-6611,A,Yangon,Member,Sports and travel,2/7/19,14:13,47.859
880-35-0356,A,Yangon,Member,Sports and travel,2/5/19,11:51,236.88
585-11-6748,B,Mandalay,Member,Sports and travel,3/15/19,13:05,304.92
470-31-3286,B,Mandalay,Normal,Health and beauty,3/1/19,11:30,46.683
152-68-2907,A,Yangon,Normal,Food and beverages,2/15/19,13:30,164.43
123-35-4896,C,Naypyitaw,Normal,Sports and travel,2/17/19,19:11,440.937
258-69-7810,C,Naypyitaw,Normal,Fashion accessories,1/26/19,18:53,193.4625
334-64-2006,A,Yangon,Member,Home and lifestyle,3/24/19,14:22,147.672
219-61-4139,C,Naypyitaw,Normal,Electronic accessories,1/23/19,17:16,87.234
881-41-7302,C,Naypyitaw,Normal,Fashion accessories,1/26/19,10:06,68.2395
373-09-4567,C,Naypyitaw,Normal,Food and beverages,3/14/19,20:35,814.38
642-30-6693,B,Mandalay,Normal,Sports and travel,3/17/19,13:54,343.413
484-22-8230,C,Naypyitaw,Member,Fashion accessories,1/8/19,20:08,381.3915
830-58-2383,B,Mandalay,Normal,Home and lifestyle,2/8/19,15:26,133.35
559-98-9873,A,Yangon,Member,Fashion accessories,2/10/19,12:56,394.3275
544-32-5024,C,Naypyitaw,Member,Food and beverages,3/28/19,19:16,209.118
318-12-0304,A,Yangon,Normal,Fashion accessories,1/23/19,12:20,32.1405
349-97-8902,B,Mandalay,Member,Food and beverages,1/17/19,10:37,121.569
421-95-9805,A,Yangon,Normal,Electronic accessories,2/7/19,10:18,30.408
277-35-5865,C,Naypyitaw,Member,Food and beverages,3/9/19,11:23,935.2665
789-23-8625,B,Mandalay,Member,Fashion accessories,1/24/19,11:45,293.643
284-54-4231,C,Naypyitaw,Member,Sports and travel,1/19/19,16:08,84.9765
443-59-0061,A,Yangon,Member,Food and beverages,2/3/19,11:25,708.225
509-29-3912,A,Yangon,Member,Sports and travel,3/20/19,12:24,365.904
327-40-9673,B,Mandalay,Member,Sports and travel,1/13/19,19:51,457.38
840-19-2096,C,Naypyitaw,Member,Electronic accessories,3/14/19,18:10,461.5275
828-46-6863,A,Yangon,Member,Food and beverages,1/23/19,11:22,620.739
641-96-3695,C,Naypyitaw,Member,Fashion accessories,2/7/19,17:55,273.798
420-97-3340,A,Yangon,Normal,Food and beverages,3/28/19,15:30,225.792
436-54-4512,A,Yangon,Member,Food and beverages,3/20/19,19:44,96.1905
670-79-6321,B,Mandalay,Member,Home and lifestyle,1/17/19,15:27,695.2365
852-62-7105,B,Mandalay,Normal,Fashion accessories,1/12/19,11:25,874.125
598-06-7312,B,Mandalay,Member,Fashion accessories,2/16/19,15:42,95.9175
135-13-8269,B,Mandalay,Member,Food and beverages,1/26/19,16:04,165.648
816-57-2053,A,Yangon,Normal,Sports and travel,3/9/19,12:37,127.827
628-90-8624,B,Mandalay,Member,Health and beauty,3/14/19,14:41,867.09
856-66-2701,A,Yangon,Member,Home and lifestyle,1/25/19,14:19,167.895
308-39-1707,A,Yangon,Normal,Fashion accessories,1/26/19,18:19,12.6945
149-61-1929,A,Yangon,Normal,Sports and travel,1/19/19,14:08,673.995
655-07-2265,A,Yangon,Normal,Electronic accessories,3/5/19,16:38,246.6765
589-02-8023,A,Yangon,Member,Food and beverages,1/15/19,10:54,175.917
420-04-7590,B,Mandalay,Normal,Home and lifestyle,3/18/19,11:29,314.055
182-88-2763,B,Mandalay,Member,Food and beverages,3/20/19,19:28,251.7165
188-55-0967,B,Mandalay,Member,Health and beauty,1/15/19,15:01,697.935
610-46-4100,A,Yangon,Normal,Health and beauty,3/3/19,20:31,212.7825
318-81-2368,C,Naypyitaw,Normal,Electronic accessories,3/19/19,12:16,48.51
364-33-8584,B,Mandalay,Member,Food and beverages,3/8/19,15:27,92.5575
665-63-9737,B,Mandalay,Normal,Fashion accessories,2/27/19,17:36,165.123
695-09-5146,B,Mandalay,Member,Food and beverages,2/23/19,20:00,311.1885
155-45-3814,C,Naypyitaw,Member,Electronic accessories,3/19/19,15:29,743.82
794-32-2436,B,Mandalay,Member,Electronic accessories,3/27/19,15:08,116.907
131-15-8856,C,Naypyitaw,Member,Food and beverages,3/30/19,19:26,609.168
273-84-2164,C,Naypyitaw,Member,Electronic accessories,2/16/19,15:53,63.2625
706-36-6154,A,Yangon,Member,Home and lifestyle,1/18/19,18:43,182.952
778-89-7974,C,Naypyitaw,Normal,Health and beauty,3/30/19,14:58,442.323
574-31-8277,B,Mandalay,Member,Fashion accessories,3/20/19,19:55,35.3115
859-71-0933,C,Naypyitaw,Member,Sports and travel,1/16/19,15:10,32.529
740-11-5257,C,Naypyitaw,Normal,Electronic accessories,2/24/19,16:44,259.77
369-82-2676,B,Mandalay,Normal,Electronic accessories,1/15/19,18:22,397.215
563-47-4072,B,Mandalay,Normal,Health and beauty,1/22/19,11:52,351.603
742-04-5161,A,Yangon,Member,Home and lifestyle,2/3/19,17:24,764.19
149-15-7606,B,Mandalay,Member,Sports and travel,3/6/19,15:31,352.674
133-77-3154,B,Mandalay,Member,Fashion accessories,2/16/19,18:04,252.756
169-52-4504,A,Yangon,Normal,Electronic accessories,3/14/19,14:13,49.4235
250-81-7186,C,Naypyitaw,Normal,Electronic accessories,2/27/19,10:23,104.6745
562-12-5430,A,Yangon,Member,Fashion accessories,1/18/19,10:11,277.6725
816-72-8853,A,Yangon,Member,Sports and travel,1/29/19,15:48,146.6325
491-38-3499,A,Yangon,Member,Fashion accessories,2/26/19,17:46,58.2225
322-02-2271,B,Mandalay,Normal,Sports and travel,2/3/19,11:46,135.3555
842-29-4695,C,Naypyitaw,Member,Sports and travel,1/16/19,12:07,125.979
725-67-2480,B,Mandalay,Member,Fashion accessories,3/24/19,18:14,370.125
641-51-2661,C,Naypyitaw,Member,Food and beverages,2/12/19,14:45,914.55
714-02-3114,C,Naypyitaw,Normal,Sports and travel,2/21/19,11:39,207.48
518-17-2983,A,Yangon,Normal,Fashion accessories,2/4/19,15:44,204.246
779-42-2410,B,Mandalay,Member,Food and beverages,2/20/19,13:06,181.881
190-14-3147,B,Mandalay,Normal,Health and beauty,2/23/19,20:43,75.474
408-66-6712,C,Naypyitaw,Member,Health and beauty,2/16/19,14:19,300.573
679-22-6530,B,Mandalay,Normal,Sports and travel,1/17/19,10:01,85.302
588-47-8641,A,Yangon,Member,Fashion accessories,1/14/19,19:30,588.42
642-61-4706,B,Mandalay,Member,Food and beverages,3/30/19,16:34,196.14
576-31-4774,B,Mandalay,Normal,Health and beauty,3/2/19,13:10,231.2415
556-41-6224,C,Naypyitaw,Normal,Health and beauty,2/15/19,17:10,282.576
811-03-8790,A,Yangon,Normal,Electronic accessories,3/1/19,10:22,477.54
242-11-3142,B,Mandalay,Member,Fashion accessories,2/24/19,19:57,175.917
752-23-3760,B,Mandalay,Member,Sports and travel,2/19/19,19:29,470.988
274-05-5470,A,Yangon,Member,Food and beverages,2/23/19,18:30,308.574
648-94-3045,C,Naypyitaw,Normal,Health and beauty,2/7/19,14:27,618.975
130-67-4723,A,Yangon,Member,Food and beverages,1/11/19,13:57,305.55
528-87-5606,B,Mandalay,Member,Electronic accessories,2/12/19,19:43,41.454
320-85-2052,B,Mandalay,Normal,Sports and travel,1/14/19,10:11,36.5505
370-96-0655,C,Naypyitaw,Normal,Fashion accessories,1/9/19,13:46,310.716
105-10-6182,A,Yangon,Member,Fashion accessories,2/27/19,12:22,45.108
510-79-0415,B,Mandalay,Member,Sports and travel,1/24/19,19:20,145.404
