Invoice ID,Branch,City,Customer type,Product line,Quantity,Tax 5%,Total,Date
563-91-7120,A,Yangon,Normal,Fashion accessories,5,15.4425,324.2925,3/8/19
746-54-5508,A,Yangon,Normal,Home and lifestyle,6,6.456,135.576,1/17/19
276-54-0879,B,Mandalay,Normal,Sports and travel,4,19.548,410.508,3/12/19
815-11-1168,A,Yangon,Member,Food and beverages,5,24.945,523.845,3/9/19
719-76-3868,C,Naypyitaw,Member,Food and beverages,4,18.852,395.892,3/12/19
730-61-8757,B,Mandalay,Member,Health and beauty,4,10.226,214.746,1/25/19
340-66-0321,A,Yangon,Member,Electronic accessories,4,7.272,152.712,3/25/19
868-81-1752,B,Mandalay,Normal,Home and lifestyle,9,9.909,208.089,2/7/19
634-97-8956,A,Yangon,Normal,Food and beverages,3,4.935,103.635,2/17/19
566-71-1091,A,Yangon,Normal,Fashion accessories,5,19.255,404.355,2/3/19
442-48-3607,A,Yangon,Member,Food and beverages,2,2.348,49.308,3/14/19
835-16-0096,C,Naypyitaw,Member,Sports and travel,5,3.675,77.175,3/24/19
527-09-6272,A,Yangon,Member,Electronic accessories,5,7.1125,149.3625,3/21/19
898-04-2717,A,Yangon,Normal,Fashion accessories,9,34.38,721.98,3/19/19
692-27-8933,B,Mandalay,Normal,Sports and travel,6,17.385,365.085,2/24/19
633-09-3463,C,Naypyitaw,Normal,Electronic accessories,3,7.1475,150.0975,3/28/19
374-17-3652,B,Mandalay,Member,Food and beverages,9,19.269,404.649,2/5/19
378-07-7001,B,Mandalay,Member,Electronic accessories,3,7.2135,151.4835,2/10/19
433-75-6987,B,Mandalay,Member,Health and beauty,7,19.5895,411.3795,3/5/19
873-95-4984,B,Mandalay,Member,Health and beauty,7,26.915,565.215,2/15/19
416-13-5917,C,Naypyitaw,Normal,Food and beverages,5,24.2575,509.4075,1/30/19
150-89-8043,A,Yangon,Normal,Sports and travel,3,6.6975,140.6475,2/14/19
135-84-8019,A,Yangon,Normal,Fashion accessories,9,35.0685,736.4385,2/27/19
441-94-7118,A,Yangon,Member,Electronic accessories,1,3.5975,75.5475,2/4/19
725-96-3778,C,Naypyitaw,Member,Home and lifestyle,8,35.7,749.7,1/20/19
531-80-1784,A,Yangon,Normal,Electronic accessories,7,9.107,191.247,3/28/19
400-45-1220,B,Mandalay,Normal,Health and beauty,10,6.75,141.75,2/27/19
860-79-0874,C,Naypyitaw,Member,Fashion accessories,10,49.65,1042.65,2/15/19
834-61-8124,A,Yangon,Normal,Electronic accessories,7,18.0915,379.9215,1/26/19
115-99-4379,B,Mandalay,Member,Fashion accessories,7,19.1555,402.2655,3/14/19
565-67-6697,B,Mandalay,Member,Home and lifestyle,9,12.15,255.15,3/2/19
320-49-6392,C,Naypyitaw,Normal,Electronic accessories,1,1.512,31.752,3/4/19
889-04-9723,B,Mandalay,Member,Food and beverages,4,17.828,374.388,1/7/19
632-90-0281,C,Naypyitaw,Normal,Fashion accessories,10,18.775,394.275,3/8/19
554-42-2417,C,Naypyitaw,Normal,Sports and travel,10,47.72,1002.12,1/9/19
453-63-6187,B,Mandalay,Normal,Electronic accessories,3,4.125,86.625,3/1/19
578-80-7669,B,Mandalay,Normal,Sports and travel,1,3.7485,78.7185,3/16/19
612-36-5536,A,Yangon,Member,Food and beverages,8,32.384,680.064,2/17/19
605-72-4132,C,Naypyitaw,Normal,Food and beverages,8,37.788,793.548,2/27/19
471-41-2823,C,Naypyitaw,Normal,Food and beverages,2,9.979,209.559,3/7/19
462-67-9126,A,Yangon,Normal,Home and lifestyle,6,21.966,461.286,1/21/19
272-27-9238,C,Naypyitaw,Normal,Food and beverages,4,8.248,173.208,2/19/19
834-25-9262,C,Naypyitaw,Normal,Fashion accessories,4,16.336,343.056,1/6/19
122-61-9553,C,Naypyitaw,Normal,Electronic accessories,9,23.094,484.974,3/14/19
468-88-0009,A,Yangon,Member,Home and lifestyle,4,13.188,276.948,3/24/19
613-59-9758,C,Naypyitaw,Normal,Sports and travel,10,7.18,150.78,1/27/19
254-31-0042,A,Yangon,Member,Electronic accessories,9,9.675,203.175,3/6/19
201-86-2184,B,Mandalay,Member,Electronic accessories,7,9.191,193.011,2/2/19
261-12-8671,B,Mandalay,Normal,Fashion accessories,2,6.096,128.016,1/25/19
730-70-9830,C,Naypyitaw,Normal,Home and lifestyle,6,21.033,441.693,3/14/19
382-25-8917,C,Naypyitaw,Normal,Fashion accessories,6,12.624,265.104,1/29/19
422-29-8786,A,Yangon,Normal,Home and lifestyle,5,16.7725,352.2225,1/3/19
667-23-5919,A,Yangon,Member,Fashion accessories,5,24.175,507.675,1/14/19
843-01-4703,B,Mandalay,Member,Home and lifestyle,9,15.921,334.341,1/5/19
743-88-1662,C,Naypyitaw,Normal,Sports and travel,7,33.4215,701.8515,2/22/19
595-86-2894,C,Naypyitaw,Member,Fashion accessories,4,19.396,407.316,2/6/19
182-69-8360,B,Mandalay,Normal,Electronic accessories,4,4.73,99.33,1/30/19
289-15-7034,A,Yangon,Member,Sports and travel,4,16.466,345.786,1/11/19
462-78-5240,C,Naypyitaw,Normal,Electronic accessories,2,2.661,55.881,3/19/19
868-52-7573,B,Mandalay,Normal,Food and beverages,5,24.9225,523.3725,1/14/19
153-58-4872,C,Naypyitaw,Member,Food and beverages,4,14.978,314.538,3/1/19
662-72-2873,A,Yangon,Normal,Food and beverages,5,10.235,214.935,1/6/19
525-88-7307,B,Mandalay,Member,Sports and travel,1,3.791,79.611,1/31/19
689-16-9784,C,Naypyitaw,Normal,Food and beverages,6,14.031,294.651,3/11/19
725-56-0833,A,Yangon,Normal,Health and beauty,10,16.16,339.36,2/20/19
394-41-0748,C,Naypyitaw,Member,Fashion accessories,9,24.3315,510.9615,1/27/19
596-42-3999,B,Mandalay,Normal,Food and beverages,7,6.377,133.917,3/10/19
541-89-9860,C,Naypyitaw,Member,Fashion accessories,3,12.072,253.512,2/15/19
173-82-9529,B,Mandalay,Normal,Fashion accessories,10,18.975,398.475,1/26/19
563-36-9814,A,Yangon,Member,Electronic accessories,1,3.841,80.661,2/13/19
308-47-4913,A,Yangon,Member,Sports and travel,10,26.13,548.73,3/9/19
885-17-6250,A,Yangon,Normal,Health and beauty,1,3.987,83.727,3/6/19
726-27-2396,A,Yangon,Normal,Health and beauty,5,19.375,406.875,1/24/19
316-01-3952,A,Yangon,Normal,Food and beverages,5,13.5675,284.9175,3/13/19
760-54-1821,B,Mandalay,Normal,Home and lifestyle,9,6.1155,128.4255,3/15/19
793-10-3222,B,Mandalay,Member,Health and beauty,6,12.318,258.678,3/5/19
346-12-3257,B,Mandalay,Member,Electronic accessories,9,8.658,181.818,3/4/19
110-05-6330,C,Naypyitaw,Normal,Food and beverages,6,11.829,248.409,3/25/19
651-61-0874,C,Naypyitaw,Normal,Home and lifestyle,4,9.244,194.124,3/12/19
236-86-3015,C,Naypyitaw,Member,Home and lifestyle,1,0.699,14.679,2/4/19
831-64-0259,B,Mandalay,Normal,Fashion accessories,5,9.9375,208.6875,2/22/19
587-03-7455,C,Naypyitaw,Member,Fashion accessories,7,34.2265,718.7565,2/16/19
882-40-4577,A,Yangon,Member,Sports and travel,4,13.452,282.492,1/19/19
732-67-5346,A,Yangon,Normal,Food and beverages,5,3.4475,72.3975,1/11/19
725-32-9708,B,Mandalay,Member,Fashion accessories,4,13.742,288.582,1/4/19
256-08-8343,A,Yangon,Normal,Home and lifestyle,4,11.306,237.426,3/4/19
372-26-1506,C,Naypyitaw,Normal,Fashion accessories,5,5.955,125.055,1/28/19
244-08-0162,B,Mandalay,Normal,Health and beauty,10,17.105,359.205,1/2/19
569-71-4390,B,Mandalay,Normal,Sports and travel,2,2.187,45.927,1/25/19
132-23-6451,A,Yangon,Member,Health and beauty,5,5.2425,110.0925,1/4/19
696-90-2548,A,Yangon,Normal,Sports and travel,3,3.876,81.396,3/10/19
472-15-9636,A,Yangon,Normal,Home and lifestyle,8,20.372,427.812,3/22/19
268-03-6164,B,Mandalay,Normal,Health and beauty,1,4.8055,100.9155,1/25/19
750-57-9686,C,Naypyitaw,Normal,Home and lifestyle,4,9.076,190.596,1/8/19
186-09-3669,C,Naypyitaw,Member,Health and beauty,1,4.0755,85.5855,1/22/19
848-07-1692,B,Mandalay,Normal,Health and beauty,2,5.722,120.162,1/12/19
745-71-3520,A,Yangon,Member,Electronic accessories,7,8.827,185.367,2/4/19
266-76-6436,C,Naypyitaw,Member,Food and beverages,3,5.79,121.59,3/28/19
740-22-2500,C,Naypyitaw,Normal,Electronic accessories,3,12.6075,264.7575,1/23/19
271-88-8734,C,Naypyitaw,Member,Fashion accessories,10,48.605,1020.705,2/8/19
301-81-8610,B,Mandalay,Member,Fashion accessories,8,10.168,213.528,3/19/19
489-64-4354,C,Naypyitaw,Normal,Fashion accessories,1,0.814,17.094,3/9/19
198-84-7132,B,Mandalay,Member,Fashion accessories,9,18.2745,383.7645,1/2/19
269-10-8440,A,Yangon,Member,Health and beauty,7,18.6095,390.7995,1/21/19
650-98-6268,B,Mandalay,Member,Food and beverages,3,3.1305,65.7405,3/20/19
741-73-3559,B,Mandalay,Normal,Sports and travel,5,16.8175,353.1675,2/27/19
325-77-6186,A,Yangon,Member,Home and lifestyle,10,45.325,951.825,3/8/19
286-75-7818,B,Mandalay,Normal,Fashion accessories,2,6.908,145.068,1/31/19
574-57-9721,C,Naypyitaw,Normal,Food and beverages,2,4.327,90.867,3/8/19
459-50-7686,A,Yangon,Normal,Electronic accessories,6,7.038,147.798,1/13/19
616-87-0016,B,Mandalay,Normal,Fashion accessories,7,33.439,702.219,3/9/19
837-55-7229,B,Mandalay,Normal,Fashion accessories,1,2.372,49.812,2/22/19
751-69-0068,C,Naypyitaw,Normal,Sports and travel,9,44.658,937.818,3/19/19
257-73-1380,C,Naypyitaw,Member,Sports and travel,4,16.586,348.306,1/20/19
345-08-4992,A,Yangon,Normal,Home and lifestyle,6,10.197,214.137,3/8/19
549-96-4200,C,Naypyitaw,Member,Food and beverages,4,3.408,71.568,3/8/19
810-60-6344,C,Naypyitaw,Normal,Electronic accessories,8,16.344,343.224,2/7/19
450-28-2866,C,Naypyitaw,Member,Food and beverages,5,4.36,91.56,1/15/19
394-30-3170,B,Mandalay,Member,Sports and travel,8,35.372,742.812,3/22/19
138-17-5109,A,Yangon,Member,Home and lifestyle,9,40.1445,843.0345,1/15/19
192-98-7397,C,Naypyitaw,Normal,Fashion accessories,1,0.639,13.419,1/8/19
301-11-9629,A,Yangon,Normal,Sports and travel,7,6.685,140.385,1/15/19
390-80-5128,B,Mandalay,Member,Health and beauty,1,0.9575,20.1075,1/28/19
235-46-8343,C,Naypyitaw,Member,Food and beverages,10,13.83,290.43,2/14/19
453-12-7053,C,Naypyitaw,Normal,Fashion accessories,3,6.861,144.081,3/10/19
296-11-7041,B,Mandalay,Member,Health and beauty,1,1.3535,28.4235,1/12/19
449-27-2918,B,Mandalay,Member,Sports and travel,1,1.956,41.076,3/26/19
891-01-7034,B,Mandalay,Normal,Electronic accessories,6,22.413,470.673,1/1/19
744-09-5786,B,Mandalay,Normal,Electronic accessories,6,6.603,138.663,1/2/19
727-17-0390,A,Yangon,Normal,Food and beverages,5,15.9025,333.9525,3/16/19
568-88-3448,A,Yangon,Normal,Health and beauty,1,1.25,26.25,3/3/19
187-83-5490,A,Yangon,Member,Electronic accessories,4,4.154,87.234,1/31/19
767-54-1907,B,Mandalay,Member,Fashion accessories,5,7.39,155.19,2/13/19
710-46-4433,B,Mandalay,Member,Food and beverages,9,34.83,731.43,2/15/19
533-33-5337,B,Mandalay,Normal,Electronic accessories,10,39.695,833.595,2/7/19
325-90-8763,C,Naypyitaw,Member,Electronic accessories,10,23.285,488.985,1/27/19
729-46-7422,C,Naypyitaw,Normal,Food and beverages,1,1.7945,37.6845,2/23/19
639-76-1242,C,Naypyitaw,Normal,Food and beverages,5,10.13,212.73,2/3/19
234-03-4040,B,Mandalay,Member,Food and beverages,10,36.525,767.025,3/3/19
326-71-2155,C,Naypyitaw,Normal,Sports and travel,4,14.79,310.59,2/3/19
320-32-8842,C,Naypyitaw,Member,Food and beverages,1,1.131,23.751,3/17/19
470-32-9057,A,Yangon,Member,Food and beverages,5,12.835,269.535,3/28/19
878-30-2331,C,Naypyitaw,Member,Sports and travel,10,27.275,572.775,3/2/19
440-59-5691,C,Naypyitaw,Member,Health and beauty,7,13.0025,273.0525,2/8/19
554-53-3790,B,Mandalay,Normal,Sports and travel,6,11.106,233.226,3/22/19
746-19-0921,C,Naypyitaw,Normal,Food and beverages,1,1.079,22.659,2/9/19
233-34-0817,C,Naypyitaw,Member,Electronic accessories,1,4.942,103.782,2/15/19
767-05-1286,C,Naypyitaw,Member,Home and lifestyle,6,25.131,527.751,1/23/19
340-21-9136,A,Yangon,Member,Sports and travel,4,8.01,168.21,1/25/19
405-31-3305,A,Yangon,Member,Fashion accessories,10,21.565,452.865,2/2/19
731-59-7531,B,Mandalay,Member,Health and beauty,8,29.028,609.588,3/30/19
676-39-6028,A,Yangon,Member,Electronic accessories,5,16.11,338.31,3/30/19
502-05-1910,A,Yangon,Normal,Health and beauty,3,9.777,205.317,2/25/19
485-30-8700,A,Yangon,Normal,Sports and travel,5,8.315,174.615,3/18/19
598-47-9715,C,Naypyitaw,Normal,Electronic accessories,4,16.814,353.094,3/7/19
701-69-8742,B,Mandalay,Normal,Sports and travel,10,17.185,360.885,3/16/19
575-67-1508,A,Yangon,Normal,Electronic accessories,1,1.93,40.53,1/29/19
541-08-3113,C,Naypyitaw,Normal,Food and beverages,8,26.388,554.148,2/2/19
246-11-3901,C,Naypyitaw,Normal,Electronic accessories,10,16.4,344.4,2/15/19
674-15-9296,A,Yangon,Normal,Sports and travel,5,9.285,194.985,1/8/19
305-18-3552,B,Mandalay,Member,Home and lifestyle,10,30.19,633.99,2/12/19
493-65-6248,C,Naypyitaw,Member,Sports and travel,10,18.49,388.29,1/1/19
438-01-4015,B,Mandalay,Member,Sports and travel,4,9.898,207.858,3/21/19
709-58-4068,B,Mandalay,Normal,Fashion accessories,10,20.545,431.445,2/28/19
795-49-7276,A,Yangon,Normal,Fashion accessories,4,7.43,156.03,3/23/19
556-72-8512,C,Naypyitaw,Normal,Home and lifestyle,1,1.148,24.108,1/30/19
627-95-3243,B,Mandalay,Member,Home and lifestyle,9,34.956,734.076,2/4/19
686-41-0932,B,Mandalay,Normal,Fashion accessories,2,3.47,72.87,3/13/19
510-09-5628,A,Yangon,Member,Fashion accessories,10,9.83,206.43,3/15/19
608-04-3797,B,Mandalay,Member,Health and beauty,8,10.128,212.688,3/5/19
148-82-2527,C,Naypyitaw,Member,Home and lifestyle,10,6.06,127.26,3/5/19
437-53-3084,B,Mandalay,Normal,Fashion accessories,2,9.989,209.769,2/26/19
632-32-4574,B,Mandalay,Normal,Sports and travel,8,30.368,637.728,3/20/19
556-97-7101,C,Naypyitaw,Normal,Electronic accessories,2,6.322,132.762,1/1/19
862-59-8517,C,Naypyitaw,Normal,Food and beverages,6,27.072,568.512,1/27/19
401-18-8016,B,Mandalay,Member,Sports and travel,1,4.9065,103.0365,1/21/19
420-18-8989,A,Yangon,Member,Sports and travel,8,20.608,432.768,2/2/19
277-63-2961,B,Mandalay,Member,Sports and travel,1,3.6985,77.6685,2/3/19
573-98-8548,C,Naypyitaw,Member,Fashion accessories,1,1.595,33.495,1/5/19
620-02-2046,C,Naypyitaw,Normal,Home and lifestyle,2,6.94,145.74,1/27/19
282-35-2475,B,Mandalay,Normal,Sports and travel,2,9.331,195.951,3/25/19
511-54-3087,B,Mandalay,Normal,Sports and travel,1,4.4225,92.8725,2/25/19
726-29-6793,A,Yangon,Member,Electronic accessories,8,9.672,203.112,1/28/19
387-49-4215,B,Mandalay,Member,Sports and travel,3,7.275,152.775,1/8/19
862-17-9201,B,Mandalay,Normal,Food and beverages,6,25.215,529.515,1/29/19
291-21-5991,B,Mandalay,Member,Health and beauty,5,15.3225,321.7725,3/29/19
602-80-9671,C,Naypyitaw,Member,Home and lifestyle,6,4.785,100.485,2/9/19
347-72-6115,B,Mandalay,Member,Sports and travel,7,31.759,666.939,1/16/19
209-61-0206,A,Yangon,Normal,Home and lifestyle,5,10.7275,225.2775,1/5/19
595-27-4851,A,Yangon,Normal,Fashion accessories,7,18.998,398.958,1/27/19
189-52-0236,A,Yangon,Normal,Electronic accessories,7,34.8425,731.6925,3/14/19
503-07-0930,C,Naypyitaw,Member,Sports and travel,7,20.4365,429.1665,2/23/19
413-20-6708,C,Naypyitaw,Member,Fashion accessories,1,2.5735,54.0435,3/18/19
425-85-2085,B,Mandalay,Member,Health and beauty,5,13.715,288.015,3/29/19
521-18-7827,C,Naypyitaw,Member,Home and lifestyle,5,9.8475,206.7975,1/22/19
220-28-1851,A,Yangon,Normal,Home and lifestyle,2,3.473,72.933,3/1/19
600-38-9738,C,Naypyitaw,Member,Sports and travel,5,17.98,377.58,1/17/19
734-91-1155,B,Mandalay,Normal,Electronic accessories,3,6.8565,143.9865,3/26/19
451-28-5717,C,Naypyitaw,Member,Home and lifestyle,6,24.951,523.971,3/20/19
609-81-8548,A,Yangon,Member,Home and lifestyle,6,11.232,235.872,2/6/19
133-14-7229,C,Naypyitaw,Normal,Health and beauty,2,6.287,132.027,1/1/19
534-01-4457,A,Yangon,Normal,Food and beverages,6,24.513,514.773,1/27/19
719-89-8991,A,Yangon,Member,Sports and travel,5,22.8525,479.9025,2/25/19
286-62-6248,B,Mandalay,Normal,Fashion accessories,4,7.842,164.682,1/16/19
339-38-9982,B,Mandalay,Member,Fashion accessories,2,5.986,125.706,1/13/19
827-44-5872,B,Mandalay,Member,Food and beverages,10,27.18,570.78,2/7/19
827-77-7633,A,Yangon,Normal,Sports and travel,9,44.1405,926.9505,2/17/19
287-83-1405,A,Yangon,Normal,Health and beauty,6,7.629,160.209,2/12/19
435-13-4908,A,Yangon,Member,Fashion accessories,8,34.672,728.112,1/24/19
857-67-9057,B,Mandalay,Normal,Electronic accessories,10,11.475,240.975,2/6/19
236-27-1144,C,Naypyitaw,Normal,Food and beverages,9,7.3395,154.1295,3/26/19
892-05-6689,A,Yangon,Normal,Home and lifestyle,5,7.08,148.68,3/11/19
583-41-4548,C,Naypyitaw,Normal,Home and lifestyle,7,5.8345,122.5245,2/7/19
339-12-4827,B,Mandalay,Member,Fashion accessories,1,3.698,77.658,1/5/19
643-38-7867,A,Yangon,Normal,Home and lifestyle,1,4.897,102.837,3/7/19
308-81-0538,A,Yangon,Normal,Fashion accessories,4,14.61,306.81,2/25/19
358-88-9262,C,Naypyitaw,Member,Food and beverages,6,26.244,551.124,2/1/19
460-35-4390,A,Yangon,Normal,Home and lifestyle,3,4.602,96.642,1/22/19
343-87-0864,C,Naypyitaw,Member,Health and beauty,1,3.794,79.674,1/3/19
173-50-1108,B,Mandalay,Member,Sports and travel,4,4.036,84.756,2/13/19
243-47-2663,C,Naypyitaw,Member,Electronic accessories,6,5.631,118.251,1/28/19
841-18-8232,B,Mandalay,Normal,Food and beverages,1,3.56,74.76,1/5/19
701-23-5550,B,Mandalay,Member,Home and lifestyle,4,7.762,163.002,3/19/19
647-50-1224,A,Yangon,Normal,Fashion accessories,10,14.71,308.91,1/12/19
541-48-8554,A,Yangon,Normal,Sports and travel,9,27.4275,575.9775,1/7/19
539-21-7227,B,Mandalay,Normal,Sports and travel,5,12.885,270.585,1/26/19
213-32-1216,A,Yangon,Normal,Electronic accessories,6,19.818,416.178,1/23/19
747-58-7183,B,Mandalay,Normal,Fashion accessories,3,8.5905,180.4005,2/9/19
582-52-8065,B,Mandalay,Normal,Fashion accessories,9,24.4395,513.2295,2/22/19
210-57-1719,B,Mandalay,Normal,Health and beauty,9,26.208,550.368,2/5/19
399-69-4630,C,Naypyitaw,Normal,Electronic accessories,6,6.663,139.923,3/7/19
134-75-2619,A,Yangon,Member,Electronic accessories,7,6.762,142.002,3/25/19
356-44-8813,B,Mandalay,Normal,Home and lifestyle,3,5.622,118.062,1/20/19
198-66-9832,B,Mandalay,Member,Fashion accessories,2,7.204,151.284,2/4/19
283-26-5248,C,Naypyitaw,Member,Food and beverages,10,49.26,1034.46,1/30/19
712-39-0363,A,Yangon,Member,Food and beverages,6,12.498,262.458,1/2/19
218-59-9410,A,Yangon,Member,Home and lifestyle,3,10.863,228.123,3/29/19
174-75-0888,B,Mandalay,Normal,Electronic accessories,9,9.711,203.931,3/14/19
866-99-7614,C,Naypyitaw,Normal,Food and beverages,10,44.6,936.6,2/11/19
134-54-4720,B,Mandalay,Normal,Electronic accessories,8,16.968,356.328,1/30/19
760-90-2357,A,Yangon,Member,Electronic accessories,6,22.353,469.413,3/20/19
514-37-2845,B,Mandalay,Normal,Fashion accessories,2,9.925,208.425,3/20/19
698-98-5964,A,Yangon,Normal,Food and beverages,10,40.605,852.705,1/17/19
718-57-9773,C,Naypyitaw,Normal,Sports and travel,10,24.665,517.965,2/3/19
651-88-7328,A,Yangon,Normal,Fashion accessories,9,29.583,621.243,1/1/19
241-11-2261,B,Mandalay,Normal,Fashion accessories,7,27.951,586.971,1/10/19
408-26-9866,C,Naypyitaw,Normal,Sports and travel,7,25.893,543.753,3/2/19
834-83-1826,B,Mandalay,Member,Home and lifestyle,5,20.51,430.71,2/25/19
343-61-3544,B,Mandalay,Member,Sports and travel,10,13.335,280.035,1/29/19
239-48-4278,A,Yangon,Member,Food and beverages,7,3.5455,74.4555,3/10/19
355-34-6244,B,Mandalay,Normal,Food and beverages,2,7.239,152.019,1/13/19
550-84-8664,A,Yangon,Normal,Sports and travel,5,21.4775,451.0275,3/22/19
339-96-8318,B,Mandalay,Member,Fashion accessories,7,28.4585,597.6285,3/1/19
458-61-0011,B,Mandalay,Normal,Food and beverages,4,12.06,253.26,2/20/19
592-34-6155,C,Naypyitaw,Normal,Food and beverages,4,6.354,133.434,1/14/19
797-88-0493,A,Yangon,Normal,Health and beauty,4,12.854,269.934,3/26/19
207-73-1363,B,Mandalay,Normal,Health and beauty,2,6.951,145.971,3/1/19
390-31-6381,C,Naypyitaw,Normal,Food and beverages,3,4.083,85.743,1/7/19
443-82-0585,A,Yangon,Member,Health and beauty,4,15.536,326.256,2/1/19
339-18-7061,C,Naypyitaw,Member,Fashion accessories,2,9.298,195.258,2/13/19
359-90-3665,B,Mandalay,Member,Fashion accessories,4,3.616,75.936,1/14/19
375-72-3056,B,Mandalay,Normal,Sports and travel,3,9.459,198.639,1/19/19
127-47-6963,A,Yangon,Normal,Health and beauty,4,10.342,217.182,3/9/19
278-86-2735,A,Yangon,Normal,Food and beverages,3,7.851,164.871,3/27/19
695-28-6250,A,Yangon,Normal,Sports and travel,5,10.765,226.065,2/4/19
379-17-6588,C,Naypyitaw,Normal,Fashion accessories,10,29.805,625.905,3/14/19
227-50-3718,A,Yangon,Normal,Health and beauty,5,3.655,76.755,3/4/19
302-15-2162,C,Naypyitaw,Member,Health and beauty,6,13.959,293.139,3/3/19
788-07-8452,C,Naypyitaw,Member,Home and lifestyle,7,8.484,178.164,1/27/19
560-49-6611,A,Yangon,Member,Sports and travel,1,2.279,47.859,2/7/19
880-35-0356,A,Yangon,Member,Sports and travel,3,11.28,236.88,2/5/19
585-11-6748,B,Mandalay,Member,Sports and travel,3,14.52,304.92,3/15/19
470-31-3286,B,Mandalay,Normal,Health and beauty,3,2.223,46.683,3/1/19
152-68-2907,A,Yangon,Normal,Food and beverages,3,7.83,164.43,2/15/19
123-35-4896,C,Naypyitaw,Normal,Sports and travel,9,20.997,440.937,2/17/19
258-69-7810,C,Naypyitaw,Normal,Fashion accessories,5,9.2125,193.4625,1/26/19
334-64-2006,A,Yangon,Member,Home and lifestyle,2,7.032,147.672,3/24/19
219-61-4139,C,Naypyitaw,Normal,Electronic accessories,1,4.154,87.234,1/23/19
881-41-7302,C,Naypyitaw,Normal,Fashion accessories,1,3.2495,68.2395,1/26/19
373-09-4567,C,Naypyitaw,Normal,Food and beverages,10,38.78,814.38,3/14/19
642-30-6693,B,Mandalay,Normal,Sports and travel,6,16.353,343.413,3/17/19
484-22-8230,C,Naypyitaw,Member,Fashion accessories,7,18.1615,381.3915,1/8/19
830-58-2383,B,Mandalay,Normal,Home and lifestyle,4,6.35,133.35,2/8/19
559-98-9873,A,Yangon,Member,Fashion accessories,7,18.7775,394.3275,2/10/19
544-32-5024,C,Naypyitaw,Member,Food and beverages,4,9.958,209.118,3/28/19
318-12-0304,A,Yangon,Normal,Fashion accessories,1,1.5305,32.1405,1/23/19
349-97-8902,B,Mandalay,Member,Food and beverages,2,5.789,121.569,1/17/19
421-95-9805,A,Yangon,Normal,Electronic accessories,1,1.448,30.408,2/7/19
277-35-5865,C,Naypyitaw,Member,Food and beverages,9,44.5365,935.2665,3/9/19
789-23-8625,B,Mandalay,Member,Fashion accessories,3,13.983,293.643,1/24/19
284-54-4231,C,Naypyitaw,Member,Sports and travel,1,4.0465,84.9765,1/19/19
443-59-0061,A,Yangon,Member,Food and beverages,10,33.725,708.225,2/3/19
509-29-3912,A,Yangon,Member,Sports and travel,9,17.424,365.904,3/20/19
327-40-9673,B,Mandalay,Member,Sports and travel,6,21.78,457.38,1/13/19
840-19-2096,C,Naypyitaw,Member,Electronic accessories,5,21.9775,461.5275,3/14/19
828-46-6863,A,Yangon,Member,Food and beverages,6,29.559,620.739,1/23/19
641-96-3695,C,Naypyitaw,Member,Fashion accessories,6,13.038,273.798,2/7/19
420-97-3340,A,Yangon,Normal,Food and beverages,3,10.752,225.792,3/28/19
436-54-4512,A,Yangon,Member,Food and beverages,1,4.5805,96.1905,3/20/19
670-79-6321,B,Mandalay,Member,Home and lifestyle,7,33.1065,695.2365,1/17/19
852-62-7105,B,Mandalay,Normal,Fashion accessories,10,41.625,874.125,1/12/19
598-06-7312,B,Mandalay,Member,Fashion accessories,1,4.5675,95.9175,2/16/19
135-13-8269,B,Mandalay,Member,Food and beverages,2,7.888,165.648,1/26/19
816-57-2053,A,Yangon,Normal,Sports and travel,2,6.087,127.827,3/9/19
628-90-8624,B,Mandalay,Member,Health and beauty,10,41.29,867.09,3/14/19
856-66-2701,A,Yangon,Member,Home and lifestyle,3,7.995,167.895,1/25/19
308-39-1707,A,Yangon,Normal,Fashion accessories,1,0.6045,12.6945,1/26/19
149-61-1929,A,Yangon,Normal,Sports and travel,10,32.095,673.995,1/19/19
655-07-2265,A,Yangon,Normal,Electronic accessories,3,11.7465,246.6765,3/5/19
589-02-8023,A,Yangon,Member,Food and beverages,2,8.377,175.917,1/15/19
420-04-7590,B,Mandalay,Normal,Home and lifestyle,3,14.955,314.055,3/18/19
182-88-2763,B,Mandalay,Member,Food and beverages,3,11.9865,251.7165,3/20/19
188-55-0967,B,Mandalay,Member,Health and beauty,10,33.235,697.935,1/15/19
610-46-4100,A,Yangon,Normal,Health and beauty,7,10.1325,212.7825,3/3/19
318-81-2368,C,Naypyitaw,Normal,Electronic accessories,1,2.31,48.51,3/19/19
364-33-8584,B,Mandalay,Member,Food and beverages,5,4.4075,92.5575,3/8/19
665-63-9737,B,Mandalay,Normal,Fashion accessories,3,7.863,165.123,2/27/19
695-09-5146,B,Mandalay,Member,Food and beverages,3,14.8185,311.1885,2/23/19
155-45-3814,C,Naypyitaw,Member,Electronic accessories,8,35.42,743.82,3/19/19
794-32-2436,B,Mandalay,Member,Electronic accessories,2,5.567,116.907,3/27/19
131-15-8856,C,Naypyitaw,Member,Food and beverages,8,29.008,609.168,3/30/19
273-84-2164,C,Naypyitaw,Member,Electronic accessories,5,3.0125,63.2625,2/16/19
706-36-6154,A,Yangon,Member,Home and lifestyle,9,8.712,182.952,1/18/19
778-89-7974,C,Naypyitaw,Normal,Health and beauty,6,21.063,442.323,3/30/19
574-31-8277,B,Mandalay,Member,Fashion accessories,1,1.6815,35.3115,3/20/19
